-0.381999	0.000916	0.382000	3.139196	47.000000	0
-0.381991	0.002600	0.382000	3.134786	47.000000	0
-0.381976	0.004248	0.382000	3.130471	47.000000	0
-0.381954	0.005933	0.382000	3.126061	47.000000	0
-0.381927	0.007471	0.382000	3.122034	47.000000	0
-0.381890	0.009155	0.382000	3.117624	47.000000	0
-0.381847	0.010803	0.382000	3.113310	47.000000	0
-0.381796	0.012487	0.382000	3.108900	47.000000	0
-0.381741	0.014060	0.382000	3.104777	47.000000	0
-0.381677	0.015707	0.382000	3.100463	47.000000	0
-0.381604	0.017390	0.382000	3.096053	47.000000	0
-0.381531	0.018927	0.382000	3.092026	47.000000	0
-0.381444	0.020609	0.382000	3.087616	47.000000	0
-0.381351	0.022255	0.382000	3.083301	47.000000	0
-0.381242	0.024046	0.382000	3.078604	47.000000	0
-0.381135	0.025690	0.382000	3.074289	47.000000	0
-0.382010	0.027516	0.383000	3.069687	47.000000	0
-0.381877	0.029310	0.383000	3.064990	47.000000	0
-0.381738	0.031067	0.383000	3.060388	47.000000	0
-0.381588	0.032860	0.383000	3.055690	47.000000	0
-0.381432	0.034616	0.383000	3.051088	47.000000	0
-0.381280	0.036261	0.383000	3.046773	47.000000	0
-0.381105	0.038052	0.383000	3.042076	47.000000	0
-0.381920	0.039909	0.384000	3.037474	47.000000	0
-0.381733	0.041667	0.384000	3.032872	47.000000	0
-0.381533	0.043459	0.384000	3.028174	47.000000	0
-0.381329	0.045215	0.384000	3.023572	47.000000	0
-0.381126	0.046896	0.384000	3.019162	47.000000	0
-0.380906	0.048649	0.384000	3.014560	47.000000	0
-0.381708	0.050240	0.385000	3.010725	47.000000	0
-0.381488	0.051887	0.385000	3.006411	47.000000	0
-0.381240	0.053678	0.385000	3.001713	47.000000	0
-0.380989	0.055432	0.385000	2.997111	47.000000	0
-0.380729	0.057185	0.385000	2.992509	47.000000	0
-0.380457	0.058973	0.385000	2.987811	47.000000	0
-0.380181	0.060723	0.385000	2.983209	47.000000	0
-0.380896	0.062561	0.386000	2.978799	47.000000	0
-0.381591	0.064480	0.387000	2.974197	47.000000	0
-0.382275	0.066407	0.388000	2.969595	47.000000	0
-0.381959	0.068202	0.388000	2.964897	47.000000	0
-0.381641	0.069959	0.388000	2.960295	47.000000	0
-0.381315	0.071714	0.388000	2.955693	47.000000	0
-0.381977	0.073584	0.389000	2.951283	47.000000	0
-0.381634	0.075341	0.389000	2.946681	47.000000	0
-0.381276	0.077133	0.389000	2.941983	47.000000	0
-0.380917	0.078887	0.389000	2.937382	47.000000	0
-0.381528	0.080847	0.390000	2.932780	47.000000	0
-0.381144	0.082638	0.390000	2.928082	47.000000	0
-0.380784	0.084282	0.390000	2.923767	47.000000	0
-0.381434	0.085961	0.391000	2.919932	47.000000	0
-0.381051	0.087642	0.391000	2.915522	47.000000	0
-0.381617	0.089624	0.392000	2.910920	47.000000	0
-0.381201	0.091379	0.392000	2.906318	47.000000	0
-0.380767	0.093169	0.392000	2.901621	47.000000	0
-0.381305	0.095162	0.393000	2.897019	47.000000	0
-0.380863	0.096916	0.393000	2.892417	47.000000	0
-0.380431	0.098595	0.393000	2.888006	47.000000	0
-0.380941	0.100600	0.394000	2.883404	47.000000	0
-0.380464	0.102388	0.394000	2.878707	47.000000	0
-0.380953	0.104402	0.395000	2.874105	47.000000	0
-0.380468	0.106154	0.395000	2.869503	47.000000	0
-0.380928	0.108214	0.396000	2.864805	47.000000	0
-0.380457	0.109856	0.396000	2.860491	47.000000	0
-0.379948	0.111606	0.396000	2.855889	47.000000	0
-0.380475	0.113348	0.397000	2.852054	47.000000	0
-0.379972	0.115024	0.397000	2.847644	47.000000	0
-0.380394	0.117066	0.398000	2.843042	47.000000	0
-0.379840	0.118852	0.398000	2.838344	47.000000	0
-0.380242	0.120901	0.399000	2.833742	47.000000	0
-0.379681	0.122650	0.399000	2.829140	47.000000	0
-0.380051	0.124744	0.400000	2.824442	47.000000	0
-0.379509	0.126383	0.400000	2.820128	47.000000	0
-0.379871	0.128448	0.401000	2.815526	47.000000	0
-0.379263	0.130231	0.401000	2.810828	47.000000	0
-0.379604	0.132304	0.402000	2.806226	47.000000	0
-0.378979	0.134086	0.402000	2.801528	47.000000	0
-0.379299	0.136167	0.403000	2.796926	47.000000	0
-0.379753	0.137853	0.404000	2.793379	47.000000	0
-0.379115	0.139599	0.404000	2.788777	47.000000	0
-0.379433	0.141619	0.405000	2.784367	47.000000	0
-0.379712	0.143718	0.406000	2.779765	47.000000	0
